Date	Prcp_mm	Airt_C	Swe_obs_mm
1994-11-07	0.00	-4.7	127.0
1994-11-08	0.00	-6.3	127.0
1994-11-09	2.54	-7	127.0
1994-11-10	0.00	-3.6	127.0
1994-11-11	0.00	-2.3	127.0
1994-11-12	2.54	-3.6	127.0
1994-11-13	0.00	-3.6	129.5
1994-11-14	0.00	-7.2	132.1
1994-11-15	5.08	-7.3	132.1
1994-11-16	2.54	-5.3	132.1
1994-11-17	0.00	-5.1	134.6
1994-11-18	5.08	-10.9	139.7
1994-11-19	10.16	-14.6	139.7
1994-11-20	20.32	-6.8	144.8
1994-11-21	0.00	-7	167.6
1994-11-22	0.00	-13.2	170.2
1994-11-23	7.62	-13.5	170.2
1994-11-24	2.54	-4.2	170.2
1994-11-25	7.62	-3.6	172.7
1994-11-26	7.62	-2.6	180.3
1994-11-27	33.02	-7.4	193.0
1994-11-28	30.48	-8.8	205.7
1994-11-29	12.70	-8.8	228.6
1994-11-30	12.70	-5.9	236.2
1994-12-01	7.62	0.4	246.4
1994-12-02	12.70	-2.4	254.0
1994-12-03	0.00	-5.7	274.3
1994-12-04	0.00	-10.6	281.9
1994-12-05	7.62	-19.2	281.9
1994-12-06	2.54	-18.2	281.9
1994-12-07	10.16	-9.1	281.9
1994-12-08	10.16	-9.9	292.1
1994-12-09	12.70	-10.1	302.3
1994-12-10	0.00	-9.4	317.5
1994-12-11	0.00	-10.1	317.5
1994-12-12	2.54	-10.6	317.5
1994-12-13	2.54	-9.8	317.5
1994-12-14	7.62	-9.3	322.6
1994-12-15	7.62	-8.8	332.7
1994-12-16	25.40	-7.4	340.4
1994-12-17	15.24	-4.3	360.7
1994-12-18	10.16	-0.7	375.9
1994-12-19	0.00	-1.2	381.0
1994-12-20	0.00	-3.4	381.0
1994-12-21	0.00	-1.1	381.0
1994-12-22	0.00	-2.6	383.5
1994-12-23	0.00	-4.7	383.5
1994-12-24	2.54	-5	383.5
1994-12-25	0.00	-2.5	383.5
1994-12-26	25.40	-5	383.5
1994-12-27	25.40	-2.6	406.4
1994-12-28	2.54	-0.3	431.8
1994-12-29	0.00	-2.9	439.4
1994-12-30	0.00	-8.9	447.0
1994-12-31	0.00	-12.5	449.6
1995-01-01	2.54	-18.2	449.6
1995-01-02	0.00	-16.4	449.6
1995-01-03	0.00	-15.1	449.6
1995-01-04	0.00	-17.3	449.6
1995-01-05	0.00	-14.5	449.6
1995-01-06	7.62	-15	449.6
1995-01-07	7.62	-12.2	449.6
1995-01-08	7.62	-5.4	449.6
1995-01-09	5.08	-1.5	457.2
1995-01-10	5.08	-0.5	462.3
1995-01-11	17.78	1	462.3
1995-01-12	10.16	-2.2	482.6
1995-01-13	15.24	-2.3	495.3
1995-01-14	10.16	-1.6	515.6
1995-01-15	0.00	-0.9	530.9
1995-01-16	0.00	-5.1	533.4
1995-01-17	17.78	-5.6	541.0
1995-01-18	10.16	-6.9	563.9
1995-01-19	0.00	-4.7	574.0
1995-01-20	0.00	-5.7	581.7
1995-01-21	0.00	-9.9	584.2
1995-01-22	0.00	-11.7	584.2
1995-01-23	0.00	-12.1	584.2
1995-01-24	2.54	-11.5	584.2
1995-01-25	5.08	-8.1	586.7
1995-01-26	0.00	-3.2	586.7
1995-01-27	0.00	-1.6	589.3
1995-01-28	0.00	-4.5	589.3
1995-01-29	5.08	-9.1	589.3
1995-01-30	5.08	-5	589.3
1995-01-31	63.50	-0.1	599.4
1995-02-01	2.54	0.9	640.1
1995-02-02	17.78	1.2	642.6
1995-02-03	0.00	-3	652.8
1995-02-04	0.00	-2	652.8
1995-02-05	0.00	-0.5	655.3
1995-02-06	2.54	-0.3	655.3
1995-02-07	0.00	-0.4	655.3
1995-02-08	0.00	-0.5	655.3
1995-02-09	0.00	-6.5	655.3
1995-02-10	0.00	-4.5	655.3
1995-02-11	0.00	-12	657.9
1995-02-12	0.00	-17.7	657.9
1995-02-13	2.54	-23.3	657.9
1995-02-14	5.08	-22.1	657.9
1995-02-15	10.16	-16.6	657.9
1995-02-16	2.54	-10.7	657.9
1995-02-17	12.70	-4.1	657.9
1995-02-18	7.62	-2	662.9
1995-02-19	27.94	-1	673.1
1995-02-20	15.24	1.9	711.2
1995-02-21	0.00	4.5	693.4
1995-02-22	0.00	2.9	693.4
1995-02-23	0.00	-0.5	693.4
1995-02-24	0.00	0.8	693.4
1995-02-25	0.00	5.9	693.4
1995-02-26	0.00	1.2	693.4
1995-02-27	0.00	-1.9	693.4
1995-02-28	0.00	-10	693.4
1995-03-01	0.00	-12.9	690.9
1995-03-02	0.00	-16	688.3
1995-03-03	0.00	-13.3	685.8
1995-03-04	10.16	-7.7	683.3
1995-03-05	5.08	-9.3	688.3
1995-03-06	7.62	-9.9	688.3
1995-03-07	0.00	-9.6	693.4
1995-03-08	7.62	-9.3	693.4
1995-03-09	5.08	-4.2	693.4
1995-03-10	0.00	2.4	706.1
1995-03-11	5.08	4.5	708.7
1995-03-12	0.00	1.3	708.7
1995-03-13	20.32	-2	708.7
1995-03-14	2.54	-2	731.5
1995-03-15	5.08	0.6	731.5
1995-03-16	0.00	-1.1	731.5
1995-03-17	2.54	-3.4	731.5
1995-03-18	7.62	-2.5	726.4
1995-03-19	17.78	-0.6	726.4
1995-03-20	7.62	-2.3	744.2
1995-03-21	0.00	-1.5	746.8
1995-03-22	5.08	-4.6	746.8
1995-03-23	2.54	-3.4	746.8
1995-03-24	5.08	0.2	746.8
1995-03-25	2.54	-4.8	746.8
1995-03-26	0.00	-6.3	746.8
1995-03-27	2.54	-7.3	746.8
1995-03-28	0.00	-7.8	746.8
1995-03-29	0.00	-7.6	746.8
1995-03-30	2.54	-5.8	746.8
1995-03-31	0.00	-1.3	746.8
1995-04-01	2.54	0.8	746.8
1995-04-02	0.00	-0.5	746.8
1995-04-03	0.00	-0.7	746.8
1995-04-04	0.00	2.2	756.9
1995-04-05	2.54	3.1	767.1
1995-04-06	2.54	1.7	767.1
1995-04-07	7.62	0.4	767.1
1995-04-08	10.16	1.3	774.7
1995-04-09	12.70	-2.3	774.7
1995-04-10	0.00	-3.1	779.8
1995-04-11	5.08	-1.8	782.3
1995-04-12	0.00	-1.1	784.9
1995-04-13	7.62	1.1	784.9
1995-04-14	7.62	1.1	789.9
1995-04-15	2.54	-4.3	789.9
1995-04-16	0.00	-5.4	789.9
1995-04-17	2.54	-4.1	789.9
1995-04-18	0.00	-1.3	789.9
1995-04-19	7.62	-0.2	795.0
1995-04-20	0.00	-2	797.6
1995-04-21	0.00	-3.1	797.6
1995-04-22	2.54	-1.6	797.6
1995-04-23	0.00	0.5	800.1
1995-04-24	0.00	0.7	805.2
1995-04-25	0.00	2.2	800.1
1995-04-26	0.00	0.2	792.5
1995-04-27	2.54	0.1	792.5
1995-04-28	2.54	1	789.9
1995-04-29	2.54	-1	784.9
1995-04-30	0.00	-2.2	787.4
1995-05-01	7.62	0	787.4
1995-05-02	12.70	1.8	807.7
1995-05-03	5.08	1.7	802.6
1995-05-04	0.00	1.4	787.4
1995-05-05	10.16	3.4	777.2
1995-05-06	2.54	2.3	764.5
1995-05-07	0.00	2.7	744.2
1995-05-08	0.00	2.8	731.5
1995-05-09	2.54	3.6	713.7
1995-05-10	0.00	4.4	690.9
1995-05-11	5.08	5.7	675.6
1995-05-12	15.24	2.6	678.2
1995-05-13	0.00	-0.9	718.8
1995-05-14	2.54	0.7	706.1
1995-05-15	0.00	4.1	680.7
1995-05-16	2.54	5.9	652.8
1995-05-17	0.00	5.9	652.8
1995-05-18	0.00	5.5	642.6
1995-05-19	0.00	3.9	632.5
1995-05-20	0.00	3.8	624.8
1995-05-21	0.00	5.4	609.6
1995-05-22	0.00	4.3	591.8
1995-05-23	0.00	4.1	566.4
1995-05-24	0.00	4.4	543.6
1995-05-25	0.00	4.6	520.7
1995-05-26	0.00	2.6	505.5
1995-05-27	0.00	0.8	505.5
1995-05-28	2.54	4.3	469.9
1995-05-29	0.00	7.5	434.3
1995-05-30	0.00	9.5	398.8
1995-05-31	0.00	9.9	365.8
1995-06-01	0.00	9.3	330.2
1995-06-02	0.00	10.6	284.5
1995-06-03	22.86	9.6	243.8
1995-06-04	2.54	5.8	223.5
1995-06-05	10.16	7.2	198.1
1995-06-06	17.78	4.5	180.3
1995-06-07	2.54	-1.8	195.6
1995-06-08	0.00	1.5	188.0
1995-06-09	0.00	1.5	177.8
1995-06-10	2.54	3.1	170.2
1995-06-11	0.00	7.8	142.2
1995-06-12	0.00	8.8	111.8
1995-06-13	0.00	11.1	73.7
1995-06-14	0.00	10.4	27.9
1995-06-15	2.54	10.6	2.5
1995-06-16	5.08	9.7	0.0
1995-06-17	2.54	8.5	0.0
1995-06-18	2.54	7.4	0.0
1995-06-19	5.08	6.8	0.0
1995-06-20	5.08	4.2	0.0
1995-06-21	2.54	2.3	0.0
1995-06-22	7.62	4.7	0.0
1995-06-23	0.00	5	0.0
1995-06-24	0.00	9	0.0
1995-06-25	0.00	12.3	0.0
1995-06-26	0.00	13.2	0.0
1995-06-27	0.00	14.1	0.0
1995-06-28	0.00	5.1	0.0
1995-06-29	0.00	5.7	0.0
1995-06-30	0.00	8.7	0.0
1995-07-01	0.00	11.5	0.0
1995-07-02	20.32	13.3	0.0
1995-07-03	15.24	8.5	0.0
1995-07-04	2.54	7.1	0.0
1995-07-05	0.00	8.6	0.0
1995-07-06	5.08	10.6	0.0
1995-07-07	0.00	13.4	0.0
1995-07-08	7.62	13	0.0
1995-07-09	0.00	16.6	0.0
1995-07-10	0.00	15.5	0.0
1995-07-11	7.62	13.9	0.0
1995-07-12	0.00	10.6	0.0
1995-07-13	25.40	8.6	0.0
1995-07-14	0.00	7.2	0.0
1995-07-15	0.00	12.7	0.0
1995-07-16	0.00	10.3	0.0
1995-07-17	0.00	11.5	0.0
1995-07-18	2.54	13.9	0.0
1995-07-19	0.00	15.7	0.0
1995-07-20	5.08	13.6	0.0
1995-07-21	0.00	14.7	0.0
1995-07-22	0.00	13.9	0.0
1995-07-23	0.00	11.4	0.0
1995-07-24	0.00	13	0.0
1995-07-25	0.00	13.8	0.0
1995-07-26	0.00	12.9	0.0
1995-07-27	0.00	10.4	0.0
1995-07-28	0.00	11.6	0.0
1995-07-29	0.00	14.7	0.0
1995-07-30	0.00	10.4	0.0
1995-07-31	0.00	6.7	0.0
1995-08-01	2.54	8.8	0.0
1995-08-02	0.00	13.1	0.0
1995-08-03	0.00	14.6	0.0
1995-08-04	0.00	12.9	0.0
1995-08-05	0.00	14.2	0.0
1995-08-06	0.00	15.7	0.0
1995-08-07	0.00	15.8	0.0
1995-08-08	12.70	8.8	0.0
1995-08-09	0.00	3.4	0.0
1995-08-10	7.62	7.4	0.0
1995-08-11	0.00	11.1	0.0
1995-08-12	0.00	7.8	0.0
1995-08-13	12.70	7.1	0.0
1995-08-14	2.54	3.6	0.0
1995-08-15	12.70	9.2	0.0
1995-08-16	5.08	8	0.0
1995-08-17	2.54	7.9	0.0
1995-08-18	0.00	5.1	0.0
1995-08-19	2.54	5.2	0.0
1995-08-20	0.00	8	0.0
1995-08-21	0.00	11.7	0.0
1995-08-22	5.08	15.1	0.0
1995-08-23	0.00	14.8	0.0
1995-08-24	0.00	15.6	0.0
1995-08-25	2.54	9.6	0.0
1995-08-26	0.00	9.1	0.0
1995-08-27	0.00	10.9	0.0
1995-08-28	0.00	9.9	0.0
1995-08-29	0.00	12.8	0.0
1995-08-30	0.00	6.7	0.0
1995-08-31	0.00	6.5	0.0
1995-09-01	0.00	9.6	0.0
1995-09-02	0.00	12.7	0.0
1995-09-03	2.54	13.8	0.0
1995-09-04	5.08	15.3	0.0
1995-09-05	0.00	14.6	0.0
1995-09-06	0.00	9.9	0.0
1995-09-07	17.78	9.4	0.0
1995-09-08	5.08	9	0.0
1995-09-09	0.00	6.8	0.0
1995-09-10	0.00	6.1	0.0
1995-09-11	2.54	6.5	0.0
1995-09-12	0.00	10.3	0.0
1995-09-13	0.00	10.1	0.0
1995-09-14	0.00	10	0.0
1995-09-15	0.00	10.4	0.0
1995-09-16	0.00	11.1	0.0
1995-09-17	0.00	10.1	0.0
1995-09-18	0.00	10.5	0.0
1995-09-19	0.00	5	0.0
1995-09-20	0.00	1.6	0.0
1995-09-21	0.00	-0.5	0.0
1995-09-22	0.00	-0.7	0.0
1995-09-23	0.00	2	0.0
1995-09-24	0.00	4.3	0.0
1995-09-25	0.00	4.7	0.0
1995-09-26	0.00	6.5	0.0
1995-09-27	2.54	4.8	0.0
1995-09-28	2.54	4.3	0.0
1995-09-29	17.78	5	0.0
1995-09-30	0.00	3	0.0
1995-10-01	0.00	2	0.0
1995-10-02	2.54	-0.2	0.0
1995-10-03	35.56	-0.4	0.0
1995-10-04	7.62	1.5	0.0
1995-10-05	0.00	-0.6	5.1
1995-10-06	0.00	-0.1	5.1
1995-10-07	0.00	0.8	2.5
1995-10-08	2.54	0.2	2.5
1995-10-09	0.00	0.8	0.0
1995-10-10	2.54	1.4	0.0
1995-10-11	5.08	6.7	0.0
1995-10-12	12.70	5.4	0.0
1995-10-13	5.08	-1.1	10.2
1995-10-14	0.00	0	10.2
1995-10-15	2.54	4.9	7.6
1995-10-16	20.32	7.1	0.0
1995-10-17	15.24	3.1	0.0
1995-10-18	15.24	1.2	0.0
1995-10-19	2.54	-0.8	5.1
1995-10-20	2.54	-2.2	7.6
1995-10-21	2.54	1.6	7.6
1995-10-22	0.00	-2.5	10.2
1995-10-23	2.54	-3.1	10.2
1995-10-24	0.00	-2.8	10.2
1995-10-25	27.94	-0.2	10.2
1995-10-26	12.70	-0.5	38.1
1995-10-27	0.00	-0.3	50.8
1995-10-28	0.00	-2.6	53.3
1995-10-29	0.00	-5.3	53.3
1995-10-30	0.00	-6.9	53.3
1995-10-31	0.00	-9.9	53.3
1995-11-01	0.00	-10.9	53.3
1995-11-02	0.00	-16.1	55.9
1995-11-03	2.54	-13.5	58.4
1995-11-04	5.08	-10.6	61.0
1995-11-05	5.08	-5.3	61.0
1995-11-06	15.24	-3.9	63.5
1995-11-07	50.80	-6.4	81.3
1995-11-08	20.32	-4.7	124.5
1995-11-09	20.32	2.1	139.7
1995-11-10	10.16	-4.8	160.0
1995-11-11	40.64	-7.8	170.2
1995-11-12	10.16	-0.5	210.8
1995-11-13	7.62	-1.8	213.4
1995-11-14	0.00	0	218.4
1995-11-15	7.62	2.6	218.4
1995-11-16	0.00	2	218.4
1995-11-17	0.00	1.9	218.4
1995-11-18	0.00	1.5	218.4
1995-11-19	0.00	1.8	218.4
1995-11-20	2.54	-3.4	218.4
1995-11-21	5.08	-4.1	218.4
1995-11-22	12.70	-0.1	218.4
1995-11-23	20.32	0.2	226.1
1995-11-24	48.26	1.5	231.1
1995-11-25	20.32	0.8	238.8
1995-11-26	15.24	-0.2	266.7
1995-11-27	17.78	-3.2	281.9
1995-11-28	76.20	-4.6	287.0
1995-11-29	27.94	-1.8	353.1
1995-11-30	25.40	1	365.8
1995-12-01	12.70	0.2	383.5
1995-12-02	5.08	-1.5	401.3
1995-12-03	5.08	-5.3	406.4
1995-12-04	2.54	-5.1	406.4
1995-12-05	5.08	-7.3	406.4
1995-12-06	0.00	-12.8	406.4
1995-12-07	0.00	-10.2	406.4
1995-12-08	0.00	-9.7	408.9
1995-12-09	0.00	-22.8	408.9
1995-12-10	17.78	-12.6	426.7
1995-12-11	5.08	-0.1	444.5
1995-12-12	30.48	0	459.7
1995-12-13	0.00	0.9	464.8
1995-12-14	12.70	-1.5	472.4
1995-12-15	7.62	-2.2	482.6
1995-12-16	0.00	-3.6	490.2
1995-12-17	2.54	-7.8	492.8
1995-12-18	5.08	-9.9	492.8
1995-12-19	0.00	-10.1	492.8
1995-12-20	0.00	-8.7	492.8
1995-12-21	2.54	-6.8	492.8
1995-12-22	0.00	-9.9	492.8
1995-12-23	0.00	-13	492.8
1995-12-24	0.00	-13.3	492.8
1995-12-25	0.00	-11.6	492.8
1995-12-26	0.00	-9.7	492.8
1995-12-27	0.00	-11.6	492.8
1995-12-28	0.00	-12.4	492.8
1995-12-29	0.00	-10.6	492.8
1995-12-30	5.08	-5.4	492.8
1995-12-31	20.32	-2.7	500.4
1996-01-01	0.00	-3.8	515.6
1996-01-02	17.78	-8.4	523.2
1996-01-03	45.72	-3.6	541.0
1996-01-04	5.08	-3.7	586.7
1996-01-05	2.54	-16.1	591.8
1996-01-06	5.08	-13.7	594.4
1996-01-07	27.94	-5.2	599.4
1996-01-08	22.86	-0.3	627.4
1996-01-09	22.86	-2.2	650.2
1996-01-10	7.62	-4.4	673.1
1996-01-11	0.00	-4	680.7
1996-01-12	0.00	-3.8	680.7
1996-01-13	0.00	-4.3	680.7
1996-01-14	5.08	-2.3	680.7
1996-01-15	22.86	0.2	685.8
1996-01-16	38.10	-0.8	708.7
1996-01-17	5.08	-3.3	746.8
1996-01-18	5.08	-15.5	751.8
1996-01-19	15.24	-15.8	756.9
1996-01-20	10.16	-9.7	772.2
1996-01-21	10.16	-7	782.3
1996-01-22	7.62	-6.1	792.5
1996-01-23	17.78	-8.6	800.1
1996-01-24	12.70	-9.6	817.9
1996-01-25	2.54	-10.6	830.6
1996-01-26	12.70	-13	833.1
1996-01-27	10.16	-12	845.8
1996-01-28	2.54	-14.2	856.0
1996-01-29	0.00	-19.2	858.5
1996-01-30	0.00	-24.5	858.5
1996-01-31	0.00	-26.7	858.5
1996-02-01	0.00	-22.9	858.5
1996-02-02	0.00	-23.6	858.5
1996-02-03	0.00	-26.2	858.5
1996-02-04	5.08	-17.9	858.5
1996-02-05	5.08	-6.5	863.6
1996-02-06	50.80	-1.8	868.7
1996-02-07	58.42	-0.8	919.5
1996-02-08	22.86	-0.4	977.9
1996-02-09	15.24	1	1000.8
1996-02-10	0.00	-2.2	1016.0
1996-02-11	0.00	-10	1016.0
1996-02-12	0.00	-7.2	1016.0
1996-02-13	0.00	-3.1	1016.0
1996-02-14	0.00	-0.4	1016.0
1996-02-15	0.00	-1.3	1016.0
1996-02-16	0.00	-3.2	1016.0
1996-02-17	15.24	-1	1016.0
1996-02-18	20.32	0.2	1031.2
1996-02-19	10.16	-0.2	1051.6
1996-02-20	2.54	-2.6	1061.7
1996-02-21	10.16	-3.6	1064.3
1996-02-22	5.08	-1.5	1074.4
1996-02-23	7.62	-7.6	1079.5
1996-02-24	5.08	-8.2	1087.1
1996-02-25	5.08	-11	1092.2
1996-02-26	0.00	-16.3	1097.3
1996-02-27	0.00	-19.4	1097.3
1996-02-28	0.00	-22.2	1097.3
1996-02-29	2.54	-19.9	1097.3
1996-03-01	2.54	-15.3	1099.8
1996-03-02	2.54	-9.1	1102.4
1996-03-03	12.70	-7.5	1104.9
1996-03-04	0.00	-7.9	1117.6
1996-03-05	0.00	-8.6	1122.7
1996-03-06	0.00	-16.4	1122.7
1996-03-07	0.00	-9.8	1132.8
1996-03-08	0.00	-7.3	1135.4
1996-03-09	0.00	-1.7	1137.9
1996-03-10	0.00	2.3	1137.9
1996-03-11	0.00	3.3	1137.9
1996-03-12	0.00	0.8	1148.1
1996-03-13	2.54	-0.1	1150.6
1996-03-14	0.00	-2.1	1155.7
1996-03-15	7.62	-1.3	1160.8
1996-03-16	7.62	-1.4	1173.5
1996-03-17	0.00	-3.4	1196.3
1996-03-18	0.00	-3.8	1198.9
1996-03-19	20.32	-4.8	1204.0
1996-03-20	0.00	-1.1	1206.5
1996-03-21	0.00	-1.8	1206.5
1996-03-22	0.00	-1.3	1206.5
1996-03-23	0.00	-1.9	1211.6
1996-03-24	0.00	-10.1	1211.6
1996-03-25	2.54	-18.4	1214.1
1996-03-26	2.54	-13.3	1216.7
1996-03-27	5.08	-6.5	1216.7
1996-03-28	0.00	-12.1	1224.3
1996-03-29	5.08	-10.9	1224.3
1996-03-30	25.40	-6.7	1237.0
1996-03-31	2.54	-5.6	1247.1
1996-04-01	0.00	-2.6	1254.8
1996-04-02	0.00	1.5	1257.3
1996-04-03	0.00	-0.5	1267.5
1996-04-04	12.70	-2.1	1275.1
1996-04-05	2.54	-2.6	1277.6
1996-04-06	2.54	1.2	1280.2
1996-04-07	7.62	3.9	1280.2
1996-04-08	0.00	4.2	1270.0
1996-04-09	0.00	6.3	1264.9
1996-04-10	7.62	6.6	1262.4
1996-04-11	10.16	1.1	1272.5
1996-04-12	22.86	-0.2	1277.6
1996-04-13	7.62	-2.2	1308.1
1996-04-14	0.00	-1.8	1318.3
1996-04-15	0.00	-1.4	1318.3
1996-04-16	7.62	4.1	1318.3
1996-04-17	5.08	3.1	1318.3
1996-04-18	7.62	-2	1313.2
1996-04-19	10.16	-3.6	1320.8
1996-04-20	0.00	-2.8	1338.6
1996-04-21	0.00	-2.3	1341.1
1996-04-22	2.54	-1.3	1343.7
1996-04-23	10.16	0.5	1343.7
1996-04-24	30.48	2.5	1353.8
1996-04-25	12.70	-1.1	1353.8
1996-04-26	7.62	-0.8	1356.4
1996-04-27	15.24	-2.1	1369.1
1996-04-28	2.54	-3.8	1381.8
1996-04-29	15.24	-0.9	1389.4
1996-04-30	0.00	0.2	1402.1
1996-05-01	17.78	2.4	1402.1
1996-05-02	2.54	-1.7	1402.1
1996-05-03	2.54	-2.3	1404.6
1996-05-04	2.54	-2.9	1407.2
1996-05-05	0.00	-3.4	1407.2
1996-05-06	0.00	-1.7	1404.6
1996-05-07	2.54	-0.6	1399.5
1996-05-08	0.00	1.1	1391.9
1996-05-09	0.00	0.2	1389.4
1996-05-10	0.00	0.2	1371.6
1996-05-11	15.24	2	1358.9
1996-05-12	7.62	3.2	1343.7
1996-05-13	38.10	4	1328.4
1996-05-14	20.32	4.5	1366.5
1996-05-15	10.16	3.9	1374.1
1996-05-16	2.54	2.9	1374.1
1996-05-17	10.16	3.1	1374.1
1996-05-18	10.16	3.8	1374.1
1996-05-19	10.16	2	1358.9
1996-05-20	7.62	1.2	1356.4
1996-05-21	2.54	1.3	1364.0
1996-05-22	5.08	3.5	1353.8
1996-05-23	5.08	1.7	1310.6
1996-05-24	0.00	0.4	1280.2
1996-05-25	2.54	2.3	1257.3
1996-05-26	0.00	5	1201.4
1996-05-27	0.00	6.5	1186.2
1996-05-28	7.62	6.1	1186.2
1996-05-29	2.54	3.1	1188.7
1996-05-30	2.54	1.5	1188.7
1996-05-31	0.00	2.3	1168.4
1996-06-01	0.00	4.7	1145.5
1996-06-02	0.00	5.2	1125.2
1996-06-03	0.00	8.2	1107.4
1996-06-04	2.54	8	1089.7
1996-06-05	0.00	8.9	1054.1
1996-06-06	0.00	6	1031.2
1996-06-07	2.54	7.5	1005.8
1996-06-08	0.00	12.3	977.9
1996-06-09	0.00	11.5	960.1
1996-06-10	0.00	9.5	929.6
1996-06-11	0.00	7.7	876.3
1996-06-12	0.00	6.9	825.5
1996-06-13	0.00	7.8	777.2
1996-06-14	0.00	10	731.5
1996-06-15	2.54	8.1	698.5
1996-06-16	5.08	10.2	657.9
1996-06-17	2.54	11.3	607.1
1996-06-18	12.70	6.4	561.3
1996-06-19	0.00	-0.5	563.9
1996-06-20	0.00	3.7	558.8
1996-06-21	17.78	4.5	543.6
1996-06-22	7.62	5.6	513.1
1996-06-23	5.08	3.4	485.1
1996-06-24	5.08	5.8	452.1
1996-06-25	0.00	5.1	416.6
1996-06-26	5.08	6.4	391.2
1996-06-27	5.08	9.4	345.4
1996-06-28	2.54	8.4	299.7
1996-06-29	0.00	6.3	271.8
1996-06-30	0.00	8.3	231.1
1996-07-01	0.00	11	185.4
1996-07-02	0.00	12.9	134.6
1996-07-03	0.00	15.5	86.4
1996-07-04	0.00	16.2	35.6
1996-07-05	0.00	13.8	7.6
1996-07-06	0.00	8.4	7.6
1996-07-07	0.00	7.9	5.1
1996-07-08	0.00	10.9	0.0
1996-07-09	0.00	13.9	0.0
1996-07-10	0.00	16.5	0.0
1996-07-11	0.00	13.3	0.0
1996-07-12	0.00	12	0.0
1996-07-13	0.00	13.7	0.0
1996-07-14	0.00	13.3	0.0
1996-07-15	0.00	16	0.0
1996-07-16	0.00	16.7	0.0
1996-07-17	0.00	15.9	0.0
1996-07-18	0.00	15.3	0.0
1996-07-19	0.00	9.5	0.0
1996-07-20	0.00	7.5	0.0
1996-07-21	0.00	7.7	0.0
1996-07-22	0.00	9.4	0.0
1996-07-23	0.00	12.3	0.0
1996-07-24	0.00	13.5	0.0
1996-07-25	0.00	15.2	0.0
1996-07-26	0.00	15.8	0.0
1996-07-27	0.00	14.8	0.0
1996-07-28	0.00	16.8	0.0
1996-07-29	10.16	17.7	0.0
1996-07-30	5.08	15.6	0.0
1996-07-31	0.00	12.1	0.0
1996-08-01	0.00	13.3	0.0
1996-08-02	0.00	14.1	0.0
1996-08-03	7.62	11.2	0.0
1996-08-04	5.08	5	0.0
1996-08-05	7.62	4.6	0.0
1996-08-06	0.00	4.6	0.0
1996-08-07	0.00	5.7	0.0
1996-08-08	2.54	9.8	0.0
1996-08-09	0.00	14.2	0.0
1996-08-10	0.00	13.9	0.0
1996-08-11	0.00	16.2	0.0
1996-08-12	0.00	17.6	0.0
1996-08-13	0.00	13.7	0.0
1996-08-14	2.54	13.4	0.0
1996-08-15	0.00	12.6	0.0
1996-08-16	0.00	14.2	0.0
1996-08-17	0.00	15	0.0
1996-08-18	0.00	11.2	0.0
1996-08-19	0.00	7.7	0.0
1996-08-20	0.00	8.3	0.0
1996-08-21	0.00	8.7	0.0
1996-08-22	0.00	8.2	0.0
1996-08-23	0.00	10	0.0
1996-08-24	0.00	14	0.0
1996-08-25	0.00	14.3	0.0
1996-08-26	0.00	14.8	0.0
1996-08-27	0.00	15.7	0.0
1996-08-28	5.08	16.3	0.0
1996-08-29	0.00	10.1	0.0
1996-08-30	0.00	11.6	0.0
1996-08-31	0.00	15.7	0.0
1996-09-01	0.00	10.3	0.0
1996-09-02	0.00	8.4	0.0
1996-09-03	0.00	6.9	0.0
1996-09-04	0.00	10.8	0.0
1996-09-05	12.70	8	0.0
1996-09-06	2.54	2.2	0.0
1996-09-07	0.00	3.4	0.0
1996-09-08	0.00	7.1	0.0
1996-09-09	2.54	7.5	0.0
1996-09-10	0.00	8.9	0.0
1996-09-11	2.54	12.3	0.0
1996-09-12	0.00	14.3	0.0
1996-09-13	25.40	14.5	0.0
1996-09-14	5.08	11.1	2.5
1996-09-15	5.08	6.2	5.1
1996-09-16	0.00	4.2	5.1
1996-09-17	2.54	1.6	0.0
1996-09-18	10.16	1.3	0.0
1996-09-19	5.08	1.2	0.0
1996-09-20	2.54	2.2	0.0
1996-09-21	2.54	2.8	0.0
1996-09-22	5.08	1.3	0.0
1996-09-23	0.00	-1	5.1
1996-09-24	0.00	-1.2	0.0
1996-09-25	0.00	-0.2	0.0
1996-09-26	2.54	-0.4	0.0
1996-09-27	0.00	1.3	0.0
1996-09-28	0.00	4.3	0.0
1996-09-29	0.00	9.7	0.0
1996-09-30	0.00	8.4	0.0
1996-10-01	0.00	9	0.0
1996-10-02	0.00	6	0.0
1996-10-03	0.00	5	0.0
1996-10-04	0.00	8	0.0
1996-10-05	0.00	9	0.0
1996-10-06	0.00	6	0.0
1996-10-07	0.00	3	0.0
1996-10-08	0.00	6	0.0
1996-10-09	0.00	6	0.0
1996-10-10	0.00	7	0.0
1996-10-11	0.00	9	0.0
1996-10-12	0.00	7	0.0
1996-10-13	10.16	5	0.0
1996-10-14	5.08	4	5.1
1996-10-15	12.70	0	5.1
1996-10-16	12.70	-2	15.2
1996-10-17	5.08	-5	30.5
1996-10-18	7.62	-5	30.5
1996-10-19	30.48	-1	33.0
1996-10-20	10.16	-4	63.5
1996-10-21	5.08	-6	78.7
1996-10-22	12.70	-7	78.7
1996-10-23	7.62	-2	86.4
1996-10-24	10.16	-3	94.0
1996-10-25	0.00	-2	109.2
1996-10-26	0.00	-5	109.2
