Date	Prcp_mm	Airt_C	Swe_obs_mm
1989-10-01	12.70	6.4	0.0
1989-10-02	2.54	0.1	0.0
1989-10-03	0.00	-2.8	0.0
1989-10-04	0.00	-0.6	0.0
1989-10-05	0.00	0.6	0.0
1989-10-06	0.00	1.6	0.0
1989-10-07	0.00	2	0.0
1989-10-08	0.00	3.3	0.0
1989-10-09	0.00	7.6	0.0
1989-10-10	0.00	5.2	0.0
1989-10-11	12.70	8.8	0.0
1989-10-12	12.70	2.5	5.1
1989-10-13	0.00	1.8	0.0
1989-10-14	2.54	3.1	0.0
1989-10-15	5.08	2.1	0.0
1989-10-16	0.00	-2.2	0.0
1989-10-17	0.00	-2.5	0.0
1989-10-18	0.00	-1	0.0
1989-10-19	0.00	3.3	0.0
1989-10-20	0.00	4.6	0.0
1989-10-21	0.00	6.8	0.0
1989-10-22	5.08	4.7	0.0
1989-10-23	7.62	2.9	0.0
1989-10-24	5.08	4.4	0.0
1989-10-25	0.00	-0.3	0.0
1989-10-26	0.00	-2.1	0.0
1989-10-27	5.08	-1.6	2.5
1989-10-28	2.54	-2.1	7.6
1989-10-29	5.08	-3.9	7.6
1989-10-30	5.08	-5.5	7.6
1989-10-31	10.16	-4	17.8
1989-11-01	0.00	-7	17.8
1989-11-02	0.00	-7.6	20.3
1989-11-03	45.72	-3.6	25.4
1989-11-04	45.72	-0.8	71.1
1989-11-05	12.70	-0.7	104.1
1989-11-06	22.86	-2.8	114.3
1989-11-07	10.16	-2.7	137.2
1989-11-08	7.62	-4.4	142.2
1989-11-09	10.16	-4.4	149.9
1989-11-10	38.10	3.6	144.8
1989-11-11	17.78	4.5	142.2
1989-11-12	22.86	3.6	132.1
1989-11-13	22.86	-0.2	139.7
1989-11-14	20.32	-4.2	162.6
1989-11-15	5.08	-6.1	185.4
1989-11-16	2.54	-8.6	185.4
1989-11-17	0.00	-3.7	185.4
1989-11-18	0.00	-2.6	185.4
1989-11-19	10.16	-0.1	185.4
1989-11-20	5.08	3.5	185.4
1989-11-21	5.08	4	185.4
1989-11-22	2.54	0	185.4
1989-11-23	2.54	-5.8	190.5
1989-11-24	5.08	-1.3	193.0
1989-11-25	0.00	-4.3	195.6
1989-11-26	12.70	-5.3	195.6
1989-11-27	10.16	-5.1	205.7
1989-11-28	2.54	-7.2	223.5
1989-11-29	0.00	-7.5	223.5
1989-11-30	2.54	-8.5	223.5
1989-12-01	0.00	-9	223.5
1989-12-02	0.00	-8.8	223.5
1989-12-03	0.00	-3.3	223.5
1989-12-04	124.46	0.8	223.5
1989-12-05	7.62	2.1	243.8
1989-12-06	22.86	-0.4	248.9
1989-12-07	0.00	-3	269.2
1989-12-08	20.32	-4.6	269.2
1989-12-09	20.32	-1.3	289.6
1989-12-10	20.32	-5.5	307.3
1989-12-11	0.00	-12.9	317.5
1989-12-12	0.00	-14.5	322.6
1989-12-13	2.54	-8.5	325.1
1989-12-14	5.08	-7.1	330.2
1989-12-15	2.54	-4.6	332.7
1989-12-16	2.54	-6.2	335.3
1989-12-17	2.54	-9.1	335.3
1989-12-18	0.00	-11.9	335.3
1989-12-19	0.00	-14.4	342.9
1989-12-20	2.54	-8.1	381.0
1989-12-21	86.36	-5.6	406.4
1989-12-22	0.00	-14.6	411.5
1989-12-23	5.08	-4.1	416.6
1989-12-24	2.54	-1.6	426.7
1989-12-25	0.00	-3.6	426.7
1989-12-26	2.54	-4.6	431.8
1989-12-27	0.00	-2.8	431.8
1989-12-28	0.00	-4.4	431.8
1989-12-29	10.16	-6.3	434.3
1989-12-30	5.08	-7.2	442.0
1989-12-31	2.54	-5.3	447.0
1990-01-01	5.08	-3	452.1
1990-01-02	12.70	-4.2	459.7
1990-01-03	10.16	-8.8	472.4
1990-01-04	25.40	-9.9	485.1
1990-01-05	0.00	-5.6	508.0
1990-01-06	5.08	-3.4	513.1
1990-01-07	17.78	-1.1	520.7
1990-01-08	17.78	-1.1	541.0
1990-01-09	10.16	-2.5	561.3
1990-01-10	5.08	0	574.0
1990-01-11	0.00	-5.1	576.6
1990-01-12	0.00	-10.4	579.1
1990-01-13	0.00	-2.8	581.7
1990-01-14	2.54	-0.7	584.2
1990-01-15	2.54	-1.1	586.7
1990-01-16	0.00	-4.1	589.3
1990-01-17	2.54	-6.4	589.3
1990-01-18	0.00	-9.6	589.3
1990-01-19	0.00	-12.9	589.3
1990-01-20	0.00	-11.8	589.3
1990-01-21	0.00	-9.5	589.3
1990-01-22	12.70	-2.8	594.4
1990-01-23	7.62	-3.6	614.7
1990-01-24	2.54	-7.3	637.5
1990-01-25	0.00	-8.3	652.8
1990-01-26	2.54	-4.4	668.0
1990-01-27	0.00	-9.4	668.0
1990-01-28	0.00	-9.4	683.3
1990-01-29	0.00	-6	701.0
1990-01-30	0.00	-7.8	729.0
1990-01-31	0.00	-7.4	729.0
1990-02-01	0.00	-8.6	731.5
1990-02-02	137.16	-7.4	736.6
1990-02-03	2.54	-5.9	751.8
1990-02-04	2.54	-3.9	756.9
1990-02-05	0.00	-6	759.5
1990-02-06	5.08	-7.9	764.5
1990-02-07	2.54	-8.9	772.2
1990-02-08	10.16	-11	777.2
1990-02-09	35.56	-8.8	784.9
1990-02-10	60.96	-3.6	823.0
1990-02-11	5.08	-0.6	889.0
1990-02-12	2.54	-1	896.6
1990-02-13	5.08	-12.2	904.2
1990-02-14	0.00	-21.5	909.3
1990-02-15	0.00	-22.5	914.4
1990-02-16	0.00	-16.1	914.4
1990-02-17	0.00	-10.3	916.9
1990-02-18	0.00	-12.9	916.9
1990-02-19	0.00	-15.8	919.5
1990-02-20	0.00	-10.7	922.0
1990-02-21	33.02	-4.6	947.4
1990-02-22	7.62	-2.4	950.0
1990-02-23	0.00	-1.1	950.0
1990-02-24	10.16	-3.3	952.5
1990-02-25	0.00	-1.1	965.2
1990-02-26	2.54	-0.2	965.2
1990-02-27	0.00	-5.9	965.2
1990-02-28	0.00	-7.9	967.7
1990-03-01	0.00	-6.4	972.8
1990-03-02	0.00	-6.2	972.8
1990-03-03	0.00	-5.4	972.8
1990-03-04	0.00	-1	972.8
1990-03-05	0.00	-3.3	975.4
1990-03-06	0.00	-6.2	975.4
1990-03-07	0.00	-4.4	975.4
1990-03-08	0.00	-0.8	977.9
1990-03-09	0.00	-4.6	977.9
1990-03-10	0.00	-3.9	983.0
1990-03-11	5.08	-1.5	988.1
1990-03-12	2.54	-5.8	995.7
1990-03-13	0.00	-6.8	1013.5
1990-03-14	0.00	-6.4	1021.1
1990-03-15	45.72	-6.6	1031.2
1990-03-16	0.00	-5.9	1033.8
1990-03-17	0.00	-4.1	1036.3
1990-03-18	0.00	-1.1	1038.9
1990-03-19	2.54	-0.6	1043.9
1990-03-20	2.54	2.4	1056.6
1990-03-21	2.54	0	1069.3
1990-03-22	2.54	-0.2	1077.0
1990-03-23	2.54	-10.6	1089.7
1990-03-24	0.00	-14.4	1097.3
1990-03-25	2.54	-13.9	1097.3
1990-03-26	7.62	-7.2	1097.3
1990-03-27	2.54	-3.9	1097.3
1990-03-28	12.70	-2	1097.3
1990-03-29	0.00	-3.2	1104.9
1990-03-30	0.00	-1.7	1104.9
1990-03-31	0.00	1	1104.9
1990-04-01	0.00	2.8	1107.4
1990-04-02	0.00	4.9	1120.1
1990-04-03	0.00	4.9	1120.1
1990-04-04	0.00	3.4	1115.1
1990-04-05	0.00	1.3	1112.5
1990-04-06	0.00	-0.9	1110.0
1990-04-07	0.00	1.5	1112.5
1990-04-08	0.00	3.2	1112.5
1990-04-09	0.00	3.6	1104.9
1990-04-10	0.00	-1.5	1110.0
1990-04-11	0.00	-4.1	1120.1
1990-04-12	5.08	0.5	1122.7
1990-04-13	22.86	0.4	1132.8
1990-04-14	5.08	1.6	1132.8
1990-04-15	0.00	2	1132.8
1990-04-16	0.00	3.2	1115.1
1990-04-17	0.00	1.8	1112.5
1990-04-18	0.00	4.4	1097.3
1990-04-19	0.00	3.9	1084.6
1990-04-20	0.00	4.4	1064.3
1990-04-21	0.00	6.4	1038.9
1990-04-22	7.62	5.2	1018.5
1990-04-23	7.62	4.1	995.7
1990-04-24	2.54	2.6	985.5
1990-04-25	22.86	0.6	980.4
1990-04-26	15.24	-0.2	993.1
1990-04-27	20.32	-2.5	1000.8
1990-04-28	22.86	-2	1023.6
1990-04-29	0.00	-4.6	1033.8
1990-04-30	7.62	-5.7	1028.7
1990-05-01	0.00	-2.8	1026.2
1990-05-02	0.00	0.7	1021.1
1990-05-03	0.00	1	1021.1
1990-05-04	0.00	4.2	1018.5
1990-05-05	0.00	6	1008.4
1990-05-06	0.00	8.6	983.0
1990-05-07	0.00	3.6	977.9
1990-05-08	0.00	-2.1	972.8
1990-05-09	0.00	-3	965.2
1990-05-10	0.00	0.1	960.1
1990-05-11	0.00	2.1	942.3
1990-05-12	0.00	2.8	929.6
1990-05-13	5.08	1.7	909.3
1990-05-14	7.62	1.5	891.5
1990-05-15	12.70	-0.3	889.0
1990-05-16	2.54	-0.3	906.8
1990-05-17	0.00	1.1	906.8
1990-05-18	5.08	3.6	904.2
1990-05-19	0.00	1.5	886.5
1990-05-20	5.08	2.3	876.3
1990-05-21	0.00	1.8	866.1
1990-05-22	5.08	1.6	848.4
1990-05-23	0.00	6.4	838.2
1990-05-24	22.86	6.6	805.2
1990-05-25	15.24	1	815.3
1990-05-26	0.00	0	838.2
1990-05-27	0.00	3.8	828.0
1990-05-28	5.08	6.3	812.8
1990-05-29	10.16	6.5	802.6
1990-05-30	15.24	5.8	812.8
1990-05-31	12.70	5.1	787.4
1990-06-01	35.56	1.3	802.6
1990-06-02	12.70	-0.3	850.9
1990-06-03	5.08	1.3	848.4
1990-06-04	5.08	4.7	845.8
1990-06-05	0.00	4.1	802.6
1990-06-06	12.70	3.7	787.4
1990-06-07	5.08	5.7	782.3
1990-06-08	0.00	4.6	759.5
1990-06-09	0.00	3.3	754.4
1990-06-10	5.08	10.9	741.7
1990-06-11	5.08	6.4	713.7
1990-06-12	17.78	1	718.8
1990-06-13	7.62	0.6	739.1
1990-06-14	0.00	2.4	721.4
1990-06-15	2.54	3.7	696.0
1990-06-16	0.00	4	657.9
1990-06-17	0.00	5.6	619.8
1990-06-18	0.00	6.2	594.4
1990-06-19	7.62	8.6	563.9
1990-06-20	2.54	6.7	535.9
1990-06-21	0.00	8.4	492.8
1990-06-22	0.00	9.4	447.0
1990-06-23	0.00	12.8	396.2
1990-06-24	0.00	12.3	337.8
1990-06-25	0.00	14.1	274.3
1990-06-26	0.00	14	208.3
1990-06-27	0.00	14.7	142.2
1990-06-28	0.00	11.4	94.0
1990-06-29	0.00	9.4	58.4
1990-06-30	0.00	13.6	0.0
1990-07-01	0.00	17.1	0.0
1990-07-02	7.62	15.9	0.0
1990-07-03	2.54	10.2	0.0
1990-07-04	0.00	6.1	0.0
1990-07-05	0.00	10.1	0.0
1990-07-06	0.00	14.7	0.0
1990-07-07	2.54	8.8	0.0
1990-07-08	0.00	8	0.0
1990-07-09	0.00	12.5	0.0
1990-07-10	0.00	13.9	0.0
1990-07-11	0.00	15.1	0.0
1990-07-12	0.00	17.3	0.0
1990-07-13	0.00	18.6	0.0
1990-07-14	0.00	16.6	0.0
1990-07-15	0.00	15.7	0.0
1990-07-16	2.54	16.1	0.0
1990-07-17	0.00	15	0.0
1990-07-18	0.00	13.2	0.0
1990-07-19	0.00	13.6	0.0
1990-07-20	0.00	13.8	0.0
1990-07-21	0.00	10.4	0.0
1990-07-22	0.00	10.6	0.0
1990-07-23	0.00	12.9	0.0
1990-07-24	0.00	12.5	0.0
1990-07-25	2.54	11.4	0.0
1990-07-26	12.70	8	0.0
1990-07-27	7.62	6.8	0.0
1990-07-28	0.00	9.8	0.0
1990-07-29	0.00	11.9	0.0
1990-07-30	0.00	13.3	0.0
1990-07-31	0.00	16.1	0.0
1990-08-01	0.00	13.2	0.0
1990-08-02	2.54	12.5	0.0
1990-08-03	0.00	11.5	0.0
1990-08-04	0.00	11.9	0.0
1990-08-05	0.00	14.2	0.0
1990-08-06	0.00	16.1	0.0
1990-08-07	0.00	17.8	0.0
1990-08-08	0.00	16.6	0.0
1990-08-09	0.00	16.8	0.0
1990-08-10	0.00	16.8	0.0
1990-08-11	17.78	14.9	0.0
1990-08-12	2.54	10.8	0.0
1990-08-13	0.00	13.8	0.0
1990-08-14	0.00	15.3	0.0
1990-08-15	5.08	17.6	0.0
1990-08-16	12.70	20.8	0.0
1990-08-17	10.16	14.2	0.0
1990-08-18	0.00	10.8	0.0
1990-08-19	17.78	9.1	0.0
1990-08-20	0.00	9.5	0.0
1990-08-21	5.08	10.1	0.0
1990-08-22	33.02	8.5	0.0
1990-08-23	2.54	7.8	0.0
1990-08-24	10.16	7.8	0.0
1990-08-25	0.00	7.3	0.0
1990-08-26	7.62	8	0.0
1990-08-27	0.00	6.9	0.0
1990-08-28	0.00	7.4	0.0
1990-08-29	0.00	9.7	0.0
1990-08-30	0.00	12.7	0.0
1990-08-31	0.00	8.4	0.0
1990-09-01	0.00	7.3	0.0
1990-09-02	0.00	9.6	0.0
1990-09-03	0.00	12.2	0.0
1990-09-04	0.00	12.8	0.0
1990-09-05	0.00	14.1	0.0
1990-09-06	0.00	14.7	0.0
1990-09-07	0.00	13.2	0.0
1990-09-08	0.00	13.1	0.0
1990-09-09	0.00	10.7	0.0
1990-09-10	0.00	11.7	0.0
1990-09-11	0.00	11.6	0.0
1990-09-12	0.00	13.4	0.0
1990-09-13	5.08	12	0.0
1990-09-14	0.00	8.3	0.0
1990-09-15	0.00	10.9	0.0
1990-09-16	0.00	12.4	0.0
1990-09-17	0.00	6.4	0.0
1990-09-18	0.00	5.4	0.0
1990-09-19	0.00	7.3	0.0
1990-09-20	0.00	7.5	0.0
1990-09-21	0.00	6.8	0.0
1990-09-22	0.00	6.2	0.0
1990-09-23	0.00	8.9	0.0
1990-09-24	0.00	10.4	0.0
1990-09-25	0.00	10	0.0
1990-09-26	0.00	10.5	0.0
1990-09-27	0.00	9.4	0.0
1990-09-28	0.00	8.4	0.0
1990-09-29	0.00	5.9	0.0
1990-09-30	0.00	7.7	0.0
1990-10-01	10.16	6.5	0.0
1990-10-02	7.62	7	0.0
1990-10-03	30.48	-0.5	2.5
1990-10-04	0.00	-0.2	20.3
1990-10-05	17.78	8.2	0.0
1990-10-06	5.08	0.8	2.5
1990-10-07	0.00	-3.6	7.6
1990-10-08	0.00	-3.2	7.6
1990-10-09	2.54	-1.1	7.6
1990-10-10	17.78	3.8	5.1
1990-10-11	2.54	0.1	5.1
1990-10-12	10.16	-2.9	5.1
1990-10-13	12.70	0.1	20.3
1990-10-14	5.08	-1.8	30.5
1990-10-15	45.72	-2.9	38.1
1990-10-16	10.16	-0.7	83.8
1990-10-17	2.54	-1.9	88.9
1990-10-18	10.16	-2.7	88.9
1990-10-19	15.24	1.4	99.1
1990-10-20	5.08	-3	106.7
1990-10-21	60.96	-4.4	109.2
1990-10-22	10.16	-1.8	180.3
1990-10-23	0.00	-2.5	177.8
1990-10-24	0.00	-2.8	177.8
1990-10-25	0.00	0.1	177.8
1990-10-26	5.08	5.4	177.8
1990-10-27	0.00	0.7	180.3
1990-10-28	0.00	3.1	180.3
1990-10-29	0.00	2.3	180.3
1990-10-30	0.00	0	180.3
1990-10-31	12.70	2.8	177.8
1990-11-01	12.70	0.8	185.4
1990-11-02	2.54	-4.9	190.5
1990-11-03	7.62	-10.3	193.0
1990-11-04	25.40	-7.6	208.3
1990-11-05	15.24	-1.5	233.7
1990-11-06	2.54	-4.1	246.4
1990-11-07	5.08	-8.4	248.9
1990-11-08	10.16	-5.5	256.5
1990-11-09	53.34	-2.2	261.6
1990-11-10	12.70	0.3	304.8
1990-11-11	2.54	3.6	297.2
1990-11-12	0.00	4.8	299.7
1990-11-13	0.00	3.6	304.8
1990-11-14	5.08	6	302.3
1990-11-15	2.54	-2.9	307.3
1990-11-16	0.00	-5.4	309.9
1990-11-17	0.00	-3.6	309.9
1990-11-18	2.54	-0.7	307.3
1990-11-19	2.54	-1.7	304.8
1990-11-20	10.16	-2.8	304.8
1990-11-21	10.16	-6.4	312.4
1990-11-22	15.24	-6.6	322.6
1990-11-23	0.00	-1.3	330.2
1990-11-24	68.58	1	332.7
1990-11-25	22.86	0.4	398.8
1990-11-26	5.08	-1.7	421.6
1990-11-27	10.16	-8.1	429.3
1990-11-28	2.54	-8.5	439.4
1990-11-29	7.62	-7.5	444.5
1990-11-30	7.62	-1.8	452.1
1990-12-01	5.08	-8.9	457.2
1990-12-02	5.08	-9.8	462.3
1990-12-03	0.00	-10.3	464.8
1990-12-04	5.08	-5.1	464.8
1990-12-05	7.62	-1.9	467.4
1990-12-06	12.70	-6.7	475.0
1990-12-07	0.00	-7.1	477.5
1990-12-08	0.00	-5.9	477.5
1990-12-09	0.00	0.2	477.5
1990-12-10	17.78	2.7	477.5
1990-12-11	12.70	0.1	510.5
1990-12-12	2.54	-5.2	525.8
1990-12-13	5.08	-10.4	530.9
1990-12-14	5.08	-9.5	535.9
1990-12-15	0.00	-11.3	538.5
1990-12-16	7.62	-11.2	541.0
1990-12-17	48.26	-8.5	551.2
1990-12-18	17.78	-6.4	604.5
1990-12-19	2.54	-15.1	624.8
1990-12-20	2.54	-30.6	624.8
1990-12-21	0.00	-31.5	627.4
1990-12-22	0.00	-33.7	627.4
1990-12-23	5.08	-30.2	627.4
1990-12-24	10.16	-21	640.1
1990-12-25	5.08	-15.7	650.2
1990-12-26	15.24	-15.4	655.3
1990-12-27	30.48	-13.3	678.2
1990-12-28	2.54	-9.4	703.6
1990-12-29	2.54	-28.7	706.1
1990-12-30	5.08	-31.5	706.1
1990-12-31	50.80	-17	718.8
1991-01-01	30.48	-7.7	759.5
1991-01-02	17.78	-6.3	787.4
1991-01-03	0.00	-12.3	789.9
1991-01-04	0.00	-14.1	792.5
1991-01-05	0.00	-15.5	792.5
1991-01-06	0.00	-13.2	795.0
1991-01-07	7.62	-8.8	800.1
1991-01-08	12.70	-5.2	817.9
1991-01-09	5.08	-5.3	830.6
1991-01-10	5.08	-4.5	835.7
1991-01-11	7.62	-4.4	848.4
1991-01-12	10.16	-1.4	858.5
1991-01-13	20.32	-0.2	871.2
1991-01-14	17.78	-1.7	894.1
1991-01-15	10.16	-2.4	919.5
1991-01-16	12.70	-2.6	937.3
1991-01-17	5.08	-4.4	960.1
1991-01-18	10.16	-2.1	965.2
1991-01-19	2.54	-1.5	980.4
1991-01-20	5.08	-12.8	985.5
1991-01-21	2.54	-13.4	990.6
1991-01-22	0.00	-11.8	993.1
1991-01-23	10.16	-9.3	993.1
1991-01-24	2.54	-9.5	1003.3
1991-01-25	2.54	-10.1	1005.8
1991-01-26	10.16	-15.5	1008.4
1991-01-27	5.08	-13.5	1018.5
1991-01-28	10.16	-10.8	1023.6
1991-01-29	0.00	-18.5	1033.8
1991-01-30	0.00	-16.4	1033.8
1991-01-31	2.54	-7.7	1033.8
1991-02-01	2.54	-2.3	1036.3
1991-02-02	5.08	-0.1	1038.9
1991-02-03	7.62	0.7	1043.9
1991-02-04	2.54	-0.5	1051.6
1991-02-05	2.54	0.4	1054.1
1991-02-06	5.08	-1	1056.6
1991-02-07	5.08	-5.5	1061.7
1991-02-08	0.00	-2.3	1061.7
1991-02-09	0.00	-0.8	1061.7
1991-02-10	0.00	-1.5	1061.7
1991-02-11	0.00	-3.3	1061.7
1991-02-12	22.86	-2.5	1064.3
1991-02-13	5.08	-2.1	1094.7
1991-02-14	0.00	-2.8	1097.3
1991-02-15	5.08	-1.3	1099.8
1991-02-16	10.16	1.7	1130.3
1991-02-17	15.24	-1.1	1148.1
1991-02-18	7.62	-4.3	1168.4
1991-02-19	50.80	-5.1	1183.6
1991-02-20	12.70	-1.3	1244.6
1991-02-21	0.00	-0.9	1262.4
1991-02-22	0.00	-1.9	1262.4
1991-02-23	2.54	-1.7	1259.8
1991-02-24	0.00	-6.1	1257.3
1991-02-25	0.00	-6.1	1257.3
1991-02-26	7.62	-5.7	1257.3
1991-02-27	0.00	-5.3	1257.3
1991-02-28	0.00	-3.8	1257.3
1991-03-01	0.00	-9.3	1252.2
1991-03-02	10.16	-17.3	1262.4
1991-03-03	12.70	-4.1	1270.0
1991-03-04	20.32	-1.8	1280.2
1991-03-05	7.62	-0.8	1303.0
1991-03-06	17.78	-7.6	1310.6
1991-03-07	22.86	-8.4	1325.9
1991-03-08	2.54	-6.9	1346.2
1991-03-09	0.00	-7.6	1348.7
1991-03-10	0.00	-4.3	1348.7
1991-03-11	0.00	-5.1	1348.7
1991-03-12	0.00	-10.3	1348.7
1991-03-13	0.00	-5.6	1348.7
1991-03-14	2.54	-5.1	1348.7
1991-03-15	0.00	-7.2	1348.7
1991-03-16	0.00	-5.6	1348.7
1991-03-17	5.08	-6.8	1348.7
1991-03-18	5.08	-7.2	1348.7
1991-03-19	10.16	-3.8	1348.7
1991-03-20	0.00	0.8	1348.7
1991-03-21	0.00	-1.9	1348.7
1991-03-22	0.00	-2.1	1348.7
1991-03-23	2.54	-3.4	1348.7
1991-03-24	15.24	-3.9	1351.3
1991-03-25	7.62	-2.9	1364.0
1991-03-26	5.08	-8	1371.6
1991-03-27	2.54	-9.5	1376.7
1991-03-28	12.70	-8	1379.2
1991-03-29	0.00	-4.9	1389.4
1991-03-30	0.00	-5.2	1389.4
1991-03-31	2.54	-1.8	1389.4
1991-04-01	0.00	1.6	1391.9
1991-04-02	2.54	4.1	1391.9
1991-04-03	10.16	0.2	1394.5
1991-04-04	2.54	0.3	1394.5
1991-04-05	7.62	2.5	1384.3
1991-04-06	0.00	1.8	1381.8
1991-04-07	5.08	-2	1376.7
1991-04-08	7.62	-5.3	1381.8
1991-04-09	12.70	-5	1397.0
1991-04-10	2.54	-3.9	1414.8
1991-04-11	0.00	-6.4	1417.3
1991-04-12	0.00	-2.9	1419.9
1991-04-13	2.54	-1.5	1424.9
1991-04-14	0.00	-2.2	1424.9
1991-04-15	0.00	0.4	1430.0
1991-04-16	2.54	-0.1	1430.0
1991-04-17	0.00	-1.8	1435.1
1991-04-18	2.54	-1.7	1435.1
1991-04-19	2.54	0.4	1437.6
1991-04-20	0.00	0	1442.7
1991-04-21	0.00	2.4	1445.3
1991-04-22	0.00	3.4	1432.6
1991-04-23	0.00	4.1	1414.8
1991-04-24	7.62	4.5	1399.5
1991-04-25	0.00	0.6	1394.5
1991-04-26	5.08	-2.8	1386.8
1991-04-27	7.62	-3.1	1397.0
1991-04-28	2.54	-2.5	1412.2
1991-04-29	7.62	-1	1419.9
1991-04-30	10.16	-2.1	1430.0
1991-05-01	0.00	-1.6	1440.2
1991-05-02	0.00	-0.7	1445.3
1991-05-03	0.00	-1.8	1440.2
1991-05-04	0.00	-2.2	1437.6
1991-05-05	0.00	-1.3	1442.7
1991-05-06	2.54	2	1455.4
1991-05-07	2.54	3.2	1440.2
1991-05-08	15.24	3.6	1424.9
1991-05-09	0.00	2	1402.1
1991-05-10	0.00	-0.8	1386.8
1991-05-11	10.16	0.8	1379.2
1991-05-12	30.48	4.9	1348.7
1991-05-13	0.00	0.8	1361.4
1991-05-14	0.00	4.4	1338.6
1991-05-15	2.54	2.8	1328.4
1991-05-16	7.62	4	1323.3
1991-05-17	12.70	5.4	1313.2
1991-05-18	2.54	6.5	1351.3
1991-05-19	2.54	6.2	1341.1
1991-05-20	0.00	5.2	1325.9
1991-05-21	0.00	3.6	1310.6
1991-05-22	0.00	4.4	1272.5
1991-05-23	0.00	5.7	1237.0
1991-05-24	0.00	4.9	1191.3
1991-05-25	2.54	6.2	1163.3
1991-05-26	0.00	1.4	1130.3
1991-05-27	2.54	0.6	1130.3
1991-05-28	2.54	0.3	1137.9
1991-05-29	2.54	2.3	1104.9
1991-05-30	17.78	4.9	1043.9
1991-05-31	0.00	1.6	1021.1
1991-06-01	0.00	2.9	1021.1
1991-06-02	0.00	6	1013.5
1991-06-03	0.00	8.9	980.4
1991-06-04	2.54	6.2	947.4
1991-06-05	7.62	3	947.4
1991-06-06	15.24	3.4	929.6
1991-06-07	7.62	7	909.3
1991-06-08	10.16	3.7	886.5
1991-06-09	0.00	3.9	861.1
1991-06-10	0.00	6	817.9
1991-06-11	7.62	9.4	774.7
1991-06-12	0.00	6	756.9
1991-06-13	0.00	5	723.9
1991-06-14	5.08	3.3	698.5
1991-06-15	0.00	0.9	706.1
1991-06-16	2.54	5.3	662.9
1991-06-17	0.00	3.8	617.2
1991-06-18	2.54	3.4	579.1
1991-06-19	2.54	5.7	533.4
1991-06-20	22.86	5.2	510.5
1991-06-21	0.00	5.2	480.1
1991-06-22	2.54	7	431.8
1991-06-23	5.08	5.5	378.5
1991-06-24	0.00	6.8	327.7
1991-06-25	2.54	5.4	297.2
1991-06-26	0.00	5.2	264.2
1991-06-27	0.00	6.4	221.0
1991-06-28	0.00	8.8	180.3
1991-06-29	0.00	6.8	154.9
1991-06-30	10.16	8.4	119.4
1991-07-01	0.00	5.7	94.0
1991-07-02	0.00	8	58.4
1991-07-03	0.00	10.9	15.2
1991-07-04	0.00	14.1	7.6
1991-07-05	0.00	15.3	0.0
1991-07-06	0.00	13.2	0.0
1991-07-07	0.00	11.7	0.0
1991-07-08	0.00	9.2	0.0
1991-07-09	0.00	11.2	0.0
1991-07-10	0.00	13.3	0.0
1991-07-11	0.00	10.3	0.0
1991-07-12	0.00	11.6	0.0
1991-07-13	0.00	14.8	0.0
1991-07-14	2.54	17.1	0.0
1991-07-15	0.00	10.8	0.0
1991-07-16	0.00	13.7	0.0
1991-07-17	0.00	15.4	0.0
1991-07-18	2.54	9.1	0.0
1991-07-19	0.00	8.8	0.0
1991-07-20	0.00	10.1	0.0
1991-07-21	0.00	12	0.0
1991-07-22	0.00	13	0.0
1991-07-23	0.00	14.3	0.0
1991-07-24	0.00	14.8	0.0
1991-07-25	0.00	15.9	0.0
1991-07-26	0.00	13.3	0.0
1991-07-27	0.00	12.2	0.0
1991-07-28	0.00	12.4	0.0
1991-07-29	0.00	14	0.0
1991-07-30	0.00	15	0.0
1991-07-31	0.00	13.7	0.0
1991-08-01	10.16	14.8	0.0
1991-08-02	0.00	8.2	0.0
1991-08-03	0.00	9.6	0.0
1991-08-04	0.00	13.4	0.0
1991-08-05	0.00	14.7	0.0
1991-08-06	0.00	14.3	0.0
1991-08-07	0.00	13.8	0.0
1991-08-08	0.00	16.2	0.0
1991-08-09	0.00	17.1	0.0
1991-08-10	0.00	18.4	0.0
1991-08-11	0.00	14.6	0.0
1991-08-12	0.00	12.4	0.0
1991-08-13	0.00	12.6	0.0
1991-08-14	0.00	13	0.0
1991-08-15	0.00	10.5	0.0
1991-08-16	0.00	13.7	0.0
1991-08-17	0.00	12.6	0.0
1991-08-18	0.00	13.3	0.0
1991-08-19	0.00	15.1	0.0
1991-08-20	0.00	14.9	0.0
1991-08-21	0.00	15	0.0
1991-08-22	0.00	15.6	0.0
1991-08-23	0.00	15.8	0.0
1991-08-24	0.00	14.5	0.0
1991-08-25	0.00	13	0.0
1991-08-26	0.00	12.4	0.0
1991-08-27	12.70	11.6	0.0
1991-08-28	0.00	10.5	0.0
1991-08-29	0.00	10.1	0.0
1991-08-30	0.00	12.8	0.0
1991-08-31	0.00	15.2	0.0
1991-09-01	0.00	17.8	0.0
1991-09-02	0.00	11.1	0.0
1991-09-03	0.00	8.1	0.0
1991-09-04	0.00	8.3	0.0
1991-09-05	0.00	10.4	0.0
1991-09-06	0.00	11.7	0.0
1991-09-07	2.54	12.7	0.0
1991-09-08	10.16	10.8	0.0
1991-09-09	0.00	6	0.0
1991-09-10	0.00	5.1	0.0
1991-09-11	2.54	8	0.0
1991-09-12	0.00	7.5	0.0
1991-09-13	35.56	8.5	0.0
1991-09-14	5.08	5.9	0.0
1991-09-15	0.00	1.5	0.0
